"OPPORTUNITY_ZONE_FIPS","LOCALE_FIPS_CODE","ZONE_TYPE","PERCENT_BLACK_OR_AFRICAN_AMERICAN","PERCENT_AMERICAN_INDIAN_OR_ALASKA_NATIVE","PERCENT_ASIAN","PERCENT_NATIVE_HAWAIIAN_OR_PACIFIC","PERCENT_TWO_OR_MORE_RACES","PERCENT_WHITE","PERCENT_HISPANIC_OR_LATINO","PERCENT_OTHER_RACES","PERCENT_BELOW_10_YOA","PERCENT_10_TO_64_YOA","PERCENT_64_PLUS_YOA","TOTAL_THRESHOLD_CRITERIA_EXCEEDED","TOTAL_CATEGORIES_EXCEEDED","DISADVANTAGED_WITHOUT_CONSIDERING_NEIGHBORS","DISADVANTAGED_BASED_ON_NEIGHBORS_AND_RELAXED_LOW_INCOME_THRESHOLD_ONLY","DISADVANTAGED_DUE_TO_TRIBAL_OVERLAP","DISADVANTAGED","PERCENTAGE_DISADVANTAGED_BY_AREA","PERCENT_NEIGHBORS_DISADVANTAGED","TOTAL_POPULATION","PERCENTILE_BELOW_200_PERCENT_FEDERAL_POVERTY_LINE","PERCENT_BELOW_200_PERCENT_FEDERAL_POVERTY_LINE","LOW_INCOME","INCOME_ESTIMATED_ON_NEIGHBOR_INCOME","GTET_90_PERCENTILE_EXPECTED_AGRICULTURE_LOSS_RATE_AND_LOW_INCOME","PERCENTILE_EXPECTED_AGRICULTURAL_LOSS_RATE","EXPECTED_AGRICULTURAL_LOSS_RATE","GTET_90_PERCENTILE_EXPECTED_BUILDING_LOSS_RATE_AND_LOW_INCOME","PERCENTILE_EXPECTED_BUILDING_LOSS_RATE","EXPECTED_BUILDING_LOSS_RATE","GTET_90_PERCENTILE_EXPECTED_POPULATION_LOSS_RATE_AND_LOW_INCOME","PERCENTILE_EXPECTED_POPULATION_LOSS_RATE","EXPECTED_POPULATION_LOSS_RATE","PERCENTILE_PROPERTIES_AT_RISK_OF_FLOOD_IN_30_YEARS","PERCENT_PROPERTIES_AT_RISK_OF_FLOOD_IN_30_YEARS","GTET_90_PERCENTILE_PROPERTIES_AT_RISK_OF_FLOOD_IN_30_YEARS","GTET_90_PERCENTILE_PROPERTIES_AT_RISK_OF_FLOOD_IN_30_YEARS_AND_LOW_INCOME","PERCENTILE_PROPERTIES_AT_RISK_OF_FIRE_IN_30_YEARS","PERCENT_PROPERTIES_AT_RISK_OF_FIRE_IN_30_YEARS","GTET_90_PERCENTILE_PROPERTIES_AT_RISK_OF_FIRE_IN_30_YEARS","GTET_90_PERCENTILE_PROPERTIES_AT_RISK_OF_FIRE_IN_30_YEARS_AND_LOW_INCOME","GTET_90_PERCENTILE_ENERGY_BURDEN_AND_LOW_INCOME","PERCENTILE_ENERGY_BURDEN","ENERGY_BURDEN","GTET_90_PERCENTILE_PM25_EXPOSURE_AND_LOW_INCOME","PERCENTILE_AIRBORNE_PM25","AIRBORNE_PM25","GTET_90_PERCENTILE_DIESEL_PARTICULATE_MATTER_AND_LOW_INCOME","PERCENTILE_DIESEL_PARTICULATE_MATTER_EXPOSURE","DIESEL_PARTICULATE_MATTER_EXPOSURE","GTET_90_PERCENTILE_TRAFFIC_PROXIMITY_AND_LOW_INCOME","PERCENTILE_TRAFFIC_PROXIMITY_AND_VOLUME","TRAFFIC_PROXIMITY_AND_VOLUME","GTET_90_PERCENTILE_FOR_DOT_TRANSIT_BARRIERS_AND_LOW_INCOME","PERCENTILE_DOT_TRAVEL_BARRIERS_SCORE","GTET_90_PERCENTILE_HOUSING_BURDEN_AND_LOW_INCOME","PERCENTILE_HOUSING_BURDEN","PERCENT_HOUSING_BURDEN","GTET_90_PERCENTILE_FOR_LEAD_PAINT","MEDIAN_HOUSE_VALUE_BELOW_90_PERCENTILE_AND_LOW_INCOME","PERCENTILE_PRE_1960S_HOUSING","PERCENT_PRE_1960S_HOUSING","PERCENTILE_MEDIAN_VALUE_OWNER_OCCUPIED_HOUSING_UNITS","MEDIAN_DOLLAR_VALUE_OWNER_OCCUPIED_HOUSING_UNITS","GTET_90_PERCENTILE_LAND_AREA_IMPERVIOUS_SURFACE_OR_CROPLAND_AND_LOW_INCOME","GTET_90_PERCENTILE_LAND_AREA_IMPERVIOUS_SURFACE_OR_CROPLAND","PERCENT_LAND_AREA_IMPERVIOUS_SURFACE_OR_CROPLAND","PERCENTILE_LAND_AREA_IMPERVIOUS_SURFACE_OR_CROPLAND","AREA_GTET_35_ACRES","HISTORIC_UNDERINVESTMENT_AND_LOW_INCOME","HISTORIC_UNDERINVESTMENT","PERCENTILE_HOMES_NO_KITCHEN_NO_INDOOR_PLUMBING","PERCENT_HOMES_NO_KITCHEN_NO_INDOOR_PLUMBING","GTET_90_PERCENTILE_PROXIMITY_TO_HAZARDOUS_WASTE_FACILITIES_AND_LOW_INCOME","PERCENTILE_PROXIMITY_TO_HAZARDOUS_WASTE_SITES","PROXIMITY_TO_HAZARDOUS_WASTE_SITES","GTET_90_PERCENTILE_PROXIMITY_TO_SUPERFUND_SITES_AND_LOW_INCOME","PERCENTILE_PROXIMITY_TO_SUPERFUND_SITES","PROXIMITY_TO_SUPERFUND_SITES","GTET_90_PERCENTILE_PROXIMITY_TO_RISK_MANAGEMENT_PLAN_SITES_AND_LOW_INCOME","PERCENTILE_PROXIMITY_TO_RISK_MANAGEMENT_PLAN_FACILITIES","PROXIMITY_TO_RISK_MANAGEMENT_PLAN_FACILITIES","FORMERLY_USED_DEFENSE_SITE_IN_TRACT","ABANDONED_MINE_IN_TRACT","ABANDONED_MINE_IN_TRACT_AND_LOW_INCOME","FORMERLY_USED_DEFENSE_SITE_IN_TRACT_AND_LOW_INCOME","FORMERLY_USED_DEFENSE_SITE_IN_TRACT_MISSING_DATA_EQUALS_FALSE","ABANDONED_MINE_IN_TRACT_MISSING_DATA_EQUALS_FALSE","GTET_90_PERCENTILE_WASTEWATER_DISCHARGE_AND_LOW_INCOME","PERCENTILE_WASTEWATER_DISCHARGE","WASTEWATER_DISCHARGE","GTET_90_PERCENTILE_LEAKY_UNDERGROUND_STORAGE_TANKS_AND_LOW_INCOME","PERCENTILE_LEAKY_UNDERGROUND_STORAGE_TANKS","LEAKY_UNDERGROUND_STORAGE_TANKS","GTET_90_PERCENTILE_ASTHMA_AND_LOW_INCOME","PERCENTILE_ASTHMA_GTET_18_YOA","PERCENT_ASTHMA_GTET_18_YOA","GTET_90_PERCENTILE_FOR_DIABETES_AND_LOW_INCOME","PERCENTILE_DIAGNOSED_DIABETES_GTET_18_YOA","DIAGNOSED_DIABETES_GTET_18_YOA","GTET_90_PERCENTILE_HEART_DISEASE_AND_LOW_INCOME","PERCENTILE_CORONARY_HEART_DISEASE_GTET_18_YOA","PERCENT_CORONARY_HEART_DISEASE_GTET_18_YOA","GTET_90_PERCENTILE_LOW_LIFE_EXPECTANCY_AND_LOW_INCOME","PERCENTILE_LOW_LIFE_EXPECTANCY","LIFE_EXPECTANCY_YEARS","GTET_THE_90_PERCENTILE_FOR_LOW_MEDIAN_INCOME_AS_PERCENT_OF_AREA_MEDIAN_AND_LOW_HS_ATTAINMENT","PERCENTILE_LOW_MEDIAN_INCOME_AS_PERCENT_AREA_MEDIAN_INCOME","MEDIAN_INCOME_AS_PERCENT_OF_AREA_MEDIAN","GTET_THE_90_PERCENTILE_HOUSEHOLDS_IN_LINGUISTIC_ISOLATION_AND_LOW_HS_ATTAINMENT","PERCENTILE_LINGUISTIC_ISOLATION","PERCENT_LINGUISTIC_ISOLATION","GTET_90_PERCENTILE_UNEMPLOYMENT_AND_LOW_HS","PERCENTILE_UNEMPLOYMENT","PERCENT_UNEMPLOYMENT","GTET_90_PERCENTILE_HOUSEHOLDS_BELOW_100_PERCENT_FEDERAL_POVERTY_LEVEL_AND_LOW_HS_ATTAINMENT","PERCENTILE_BELOW_200_PERCENT_FEDERAL_POVERTY_LINE","PERCENT_BELOW_200_PERCENT_FEDERAL_POVERTY_LINE","PERCENTILE_BELOW_100_PERCENT_FEDERAL_POVERTY_LINE","PERCENT_BELOW_100_PERCENT_FEDERAL_POVERTY_LINE","PERCENTILE_AGE_25_PLUS_LESS_THAN_HIGH_SCHOOL","PERCENT_AGE_25_PLUS_LESS_THAN_HIGH_SCHOOL","PERCENT_RESIDENTS_NOT_CURRENTLY_ENROLLED_IN_HIGHER_ED","UNEMPLOYMENT_PERCENT_ISLAND_AREAS_AND_STATES_AND_PR","PERCENTAGE_HOUSEHOLDS_BELOW_100_PERCENT_OF_FEDERAL_POVERTY_LINE_ISLAND_AREAS_AND_STATES_AND_PR","GTET_90_PERCENTILE_FOR_UNEMPLOYMENT_AND_LOW_HS_EDUCATION_ISLAND_AREAS","GTET_90_PERCENTILE_BELOW_100_PERCENT_FEDERAL_POVERTY_LEVEL_AND_LOW_HS_EDUCATION_ISLAND_AREAS","GTET_90_PERCENTILE_LOW_AREA_MEDIAN_HOUSEHOLD_INCOME_AND_LOW_HS_EDUCATION_ISLAND_AREAS","NUMBER_OF_TRIBAL_AREAS_ALASKA","NAMES_TRIBAL_AREAS","PERCENT_WITHIN_TRIBAL_AREAS"
"01011952200","952200","LOW_INCOME_COMMUNITY","0.82","0.0","0.0","0.0","0.0","0.16","0.0","0.0","0.1","0.74","0.14","3","3.0","True","True","","True","100","100.0","5814.0","0.9","0.52","True","False","False","","0.0","False","58.0","0.019","False","83.0","0.0006","65.0","10.0","False","False","87.0","83.0","False","False","True","94.0","6.0","False","56.0","8.78","False","8.0","0.07","False","23.0","71.89","False","86.0","False","69.0","29.0","False","48.0","23.0","5.0","68200.0","False","False","637.0","9.0","True","False","","0.8","0.01","False","44.0","0.56","False","13.0","0.01","False","66.0","0.71","","","False","False","False","False","False","66.0","0.0","False","22.0","0.29","False","85.0","1120.0","True","96.0","1939.0","False","86.0","840.0","False","70.0","76.3","False","83.0","62.0","False","48.0","1.0","False","9.0","1.0","True","86.0","55.0","94.0","37.0","89.0","26.0","97.0","12.0","36.0","False","False","False","","","",""
"01013952800","952800","LOW_INCOME_COMMUNITY","0.26","0.0","0.0","0.0","0.05","0.68","0.0","0.0","0.1","0.67","0.21","0","0.0","False","True","","True","100","100.0","1278.0","0.56","0.26","False","False","False","65.0","0.3138","False","79.0","0.0424","False","80.0","0.0005","64.0","10.0","False","False","33.0","0.0","False","False","False","75.0","4.0","False","45.0","8.43","False","39.0","0.19","False","47.0","266.29","False","53.0","False","15.0","13.0","False","67.0","42.0","21.0","111500.0","False","False","2387.0","30.0","True","False","","0.21","0.0","False","2.0","0.01","False","13.0","0.01","False","2.0","0.02","","","False","False","False","False","False","76.0","0.03","False","68.0","3.78","False","43.0","940.0","False","77.0","1310.0","False","79.0","770.0","False","54.0","78.09","False","40.0","102.0","False","12.0","0.0","False","63.0","5.0","False","46.0","28.0","55.0","13.0","40.0","7.0","97.0","3.0","5.0","False","False","False","","","",""
"01015000700","000700","LOW_INCOME_COMMUNITY","0.38","0.0","0.0","0.0","0.09","0.45","0.05","0.01","0.12","0.7","0.16","3","3.0","True","False","","True","100","87.0","2918.0","0.75","0.38","True","False","False","74.0","0.5043","False","76.0","0.0373","True","92.0","0.0011","83.0","18.0","False","False","87.0","82.0","False","False","True","90.0","5.0","False","60.0","8.91","False","38.0","0.19","False","63.0","488.53","False","52.0","False","74.0","32.0","False","48.0","23.0","","","False","False","1027.0","13.0","True","False","","0.8","0.01","False","45.0","0.6","False","51.0","0.06","False","29.0","0.16","","","False","False","False","False","False","61.0","0.0","False","46.0","1.51","False","82.0","1100.0","False","83.0","1420.0","False","72.0","720.0","True","97.0","70.09","False","61.0","83.0","False","47.0","1.0","False","88.0","10.0","False","75.0","45.0","86.0","27.0","66.0","14.0","92.0","9.0","28.0","False","False","False","","","",""
"01015000800","000800","LOW_INCOME_COMMUNITY","0.54","0.0","0.0","0.0","0.02","0.42","0.0","0.0","0.13","0.67","0.19","10","5.0","True","False","","True","100","85.0","981.0","0.92","0.55","True","False","False","10.0","0.0007","False","76.0","0.0376","True","93.0","0.0011","92.0","32.0","True","True","96.0","99.0","True","True","True","96.0","6.0","False","60.0","8.92","False","49.0","0.24","False","78.0","884.9","False","10.0","False","78.0","34.0","False","85.0","66.0","6.0","72100.0","False","False","6068.0","80.0","True","False","","0.93","0.03","False","80.0","3.45","False","56.0","0.07","False","77.0","1.12","","","False","False","False","False","False","86.0","0.14","False","78.0","5.74","False","87.0","1140.0","True","97.0","2030.0","True","98.0","1100.0","True","99.0","67.8","False","87.0","58.0","False","40.0","0.0","True","91.0","12.0","True","89.0","59.0","90.0","32.0","90.0","27.0","96.0","1.0","42.0","False","False","False","","","",""
"01015002101","002101","LOW_INCOME_COMMUNITY","0.27","0.0","0.0","0.0","0.0","0.71","0.0","0.0","0.01","0.91","0.06","2","1.0","True","False","","True","100","33.0","3327.0","0.02","0.0","False","False","False","73.0","0.4835","False","76.0","0.0377","False","93.0","0.0011","90.0","26.0","True","False","88.0","85.0","False","False","False","91.0","5.0","False","59.0","8.89","False","28.0","0.15","False","54.0","342.47","False","76.0","False","94.0","49.0","False","33.0","12.0","36.0","153500.0","False","False","3013.0","38.0","True","False","","0.21","0.0","False","40.0","0.43","False","34.0","0.03","False","13.0","0.08","","","False","False","False","False","False","70.0","0.01","False","43.0","1.34","False","95.0","1270.0","False","2.0","530.0","False","3.0","290.0","False","90.0","72.9","True","91.0","51.0","False","12.0","0.0","False","88.0","10.0","True","90.0","61.0","96.0","43.0","67.0","14.0","31.0","9.0","62.0","False","False","False","","","",""
"01017954300","954300","LOW_INCOME_COMMUNITY","0.36","0.0","0.02","0.0","0.0","0.58","0.0","0.0","0.11","0.76","0.11","0","0.0","False","False","","False","0","75.0","5311.0","0.6","0.28","False","False","False","84.0","1.0406","False","58.0","0.0191","False","59.0","0.0002","39.0","5.0","False","False","68.0","0.0","False","False","False","68.0","3.0","False","63.0","9.0","False","26.0","0.14","False","15.0","33.75","False","61.0","False","23.0","15.0","False","32.0","11.0","13.0","89400.0","False","False","890.0","12.0","True","False","","0.8","0.01","False","31.0","0.22","False","4.0","0.0","False","33.0","0.18","","","False","False","False","False","False","50.0","0.0","False","43.0","1.28","False","65.0","1019.0","False","84.0","1440.0","False","71.0","710.0","False","88.0","73.4","False","37.0","105.0","False","12.0","0.0","False","14.0","2.0","False","61.0","36.0","53.0","12.0","65.0","13.0","92.0","13.0","21.0","False","False","False","","","",""
"01019955900","955900","LOW_INCOME_COMMUNITY","0.05","0.0","0.0","0.0","0.02","0.9","0.01","0.01","0.07","0.71","0.21","4","3.0","True","False","","True","100","60.0","3912.0","0.8","0.41","True","False","False","69.0","0.3891","False","70.0","0.0295","True","93.0","0.0011","84.0","19.0","False","False","84.0","70.0","False","False","False","83.0","4.0","False","59.0","8.87","False","17.0","0.11","False","0.0","0.06","False","79.0","False","47.0","21.0","False","41.0","18.0","27.0","126200.0","False","False","1953.0","24.0","True","False","","0.44","0.0","False","32.0","0.23","False","25.0","0.02","False","24.0","0.14","","True","True","False","False","True","False","39.0","0.0","False","18.0","0.19","False","75.0","1060.0","False","85.0","1460.0","True","91.0","900.0","True","91.0","72.8","False","49.0","94.0","False","12.0","0.0","False","16.0","2.0","False","71.0","42.0","77.0","21.0","86.0","23.0","99.0","8.0","16.0","False","False","False","","","",""
"01021060102","060102","LOW_INCOME_COMMUNITY","0.09","0.0","0.02","0.0","0.05","0.72","0.08","0.07","0.11","0.73","0.15","2","1.0","True","False","","True","100","60.0","6884.0","0.79","0.4","True","False","False","77.0","0.6375","False","67.0","0.0258","False","81.0","0.0006","56.0","8.0","False","False","79.0","33.0","False","False","False","61.0","3.0","False","64.0","9.06","False","35.0","0.18","False","32.0","128.55","False","75.0","False","26.0","16.0","False","51.0","26.0","31.0","139200.0","False","False","1420.0","18.0","True","False","","0.48","0.0","False","51.0","0.85","False","15.0","0.01","False","22.0","0.13","","","False","False","False","False","False","85.0","0.12","False","62.0","2.93","False","70.0","1040.0","False","86.0","1480.0","True","93.0","930.0","True","90.0","72.9","False","64.0","81.0","False","35.0","0.0","False","65.0","6.0","False","74.0","45.0","86.0","27.0","81.0","20.0","95.0","12.0","19.0","False","False","False","","","",""
"01023956800","956800","LOW_INCOME_COMMUNITY","0.34","0.0","0.0","0.0","0.0","0.64","0.01","0.0","0.1","0.65","0.23","4","2.0","True","False","","True","100","80.0","4043.0","0.74","0.37","True","False","False","88.0","1.3348","True","96.0","0.1634","True","93.0","0.0011","81.0","16.0","False","False","81.0","47.0","False","False","False","84.0","4.0","False","59.0","8.88","False","6.0","0.06","False","","","False","50.0","False","47.0","21.0","False","37.0","14.0","10.0","84100.0","False","False","108.0","1.0","True","False","","0.79","0.01","False","2.0","0.02","False","6.0","0.01","False","6.0","0.05","","","False","False","False","False","False","29.0","0.0","False","21.0","0.26","False","70.0","1040.0","True","94.0","1750.0","True","94.0","950.0","False","80.0","75.0","False","80.0","66.0","False","12.0","0.0","False","6.0","1.0","False","71.0","43.0","77.0","21.0","71.0","15.0","94.0","4.0","15.0","False","False","False","","","",""
"01025957902","957902","LOW_INCOME_COMMUNITY","0.53","0.0","0.0","0.0","0.0","0.46","0.0","0.0","0.11","0.67","0.2","0","0.0","False","True","","True","100","100.0","4073.0","0.62","0.29","False","False","False","59.0","0.2005","False","80.0","0.0444","False","67.0","0.0003","56.0","8.0","False","False","77.0","27.0","False","False","False","85.0","4.0","False","55.0","8.74","False","14.0","0.1","False","9.0","17.15","False","27.0","False","46.0","21.0","False","40.0","17.0","30.0","135900.0","False","False","349.0","5.0","True","False","","0.94","0.04","False","6.0","0.03","False","32.0","0.03","False","71.0","0.89","","","False","False","False","False","False","36.0","0.0","False","44.0","1.38","False","75.0","1060.0","False","91.0","1639.0","False","88.0","860.0","False","72.0","76.09","False","52.0","91.0","False","28.0","0.0","False","88.0","10.0","False","64.0","38.0","82.0","24.0","73.0","16.0","91.0","7.0","31.0","False","False","False","","","",""
"01027959000","959000","LOW_INCOME_COMMUNITY","0.16","0.0","0.0","0.0","0.01","0.72","0.09","0.0","0.1","0.65","0.24","5","4.0","True","True","","True","100","100.0","2908.0","0.93","0.57","True","False","False","77.0","0.6407","False","71.0","0.0301","False","81.0","0.0006","64.0","10.0","False","False","86.0","79.0","False","False","True","93.0","5.0","False","52.0","8.65","False","12.0","0.09","False","","","True","97.0","False","44.0","20.0","False","50.0","25.0","11.0","85800.0","False","False","498.0","7.0","True","False","","0.57","0.0","False","63.0","1.53","False","22.0","0.02","False","53.0","0.41","","","False","False","False","False","False","56.0","0.0","False","23.0","0.32","False","89.0","1170.0","True","95.0","1839.0","True","98.0","1130.0","False","74.0","75.9","False","88.0","56.0","False","29.0","0.0","False","69.0","6.0","True","90.0","60.0","91.0","33.0","95.0","34.0","97.0","2.0","22.0","False","False","False","","","",""
"01029959600","959600","LOW_INCOME_COMMUNITY","0.05","0.0","0.0","0.0","0.02","0.91","0.0","0.0","0.13","0.63","0.23","5","3.0","True","False","","True","100","25.0","3931.0","0.88","0.5","True","False","False","74.0","0.5035","False","81.0","0.0464","False","89.0","0.0008","63.0","10.0","False","False","87.0","80.0","False","False","True","93.0","5.0","False","55.0","8.74","False","30.0","0.16","False","12.0","24.86","False","84.0","False","69.0","29.0","False","48.0","23.0","20.0","108300.0","False","False","210.0","3.0","True","False","","0.21","0.0","False","10.0","0.05","False","25.0","0.02","False","14.0","0.09","False","","False","False","False","False","False","42.0","0.0","False","42.0","1.27","False","77.0","1070.0","False","88.0","1530.0","True","94.0","960.0","True","94.0","71.7","False","88.0","56.0","False","12.0","0.0","True","90.0","11.0","True","81.0","50.0","90.0","32.0","80.0","20.0","99.0","13.0","19.0","False","False","False","","","",""
"01031010900","010900","LOW_INCOME_COMMUNITY","0.3","0.0","0.0","0.0","0.02","0.62","0.04","0.0","0.12","0.73","0.14","1","1.0","True","False","","True","100","20.0","2307.0","0.68","0.32","True","False","True","94.0","2.5985","False","62.0","0.0215","False","74.0","0.0004","38.0","5.0","False","False","33.0","0.0","False","False","False","75.0","4.0","False","39.0","8.2","False","18.0","0.11","False","32.0","130.67","False","48.0","False","53.0","23.0","False","68.0","42.0","40.0","161700.0","False","False","3593.0","46.0","True","False","","0.21","0.0","False","43.0","0.52","False","21.0","0.02","False","15.0","0.09","","","False","False","False","False","False","17.0","0.0","False","43.0","1.31","False","68.0","1030.0","False","86.0","1480.0","False","80.0","780.0","False","76.0","75.59","False","46.0","97.0","False","12.0","0.0","False","52.0","4.0","False","72.0","43.0","73.0","19.0","61.0","12.0","89.0","5.0","19.0","False","False","False","","","",""
"01033020200","020200","LOW_INCOME_COMMUNITY","0.21","0.0","0.0","0.0","0.01","0.74","0.02","0.0","0.12","0.67","0.19","3","2.0","True","False","","True","100","75.0","1895.0","0.92","0.55","True","False","False","2.0","0.0","False","66.0","0.0246","False","82.0","0.0006","29.0","4.0","False","False","33.0","0.0","False","False","False","87.0","5.0","False","40.0","8.23","False","44.0","0.22","False","35.0","151.0","False","43.0","False","83.0","37.0","True","92.0","76.0","4.0","66700.0","False","False","3605.0","46.0","True","False","","0.92","0.03","False","36.0","0.33","False","14.0","0.01","False","76.0","1.1","","","False","False","False","False","False","68.0","0.01","False","89.0","10.55","False","77.0","1070.0","False","89.0","1560.0","True","95.0","969.0","False","83.0","74.5","False","77.0","69.0","False","12.0","0.0","False","73.0","7.0","False","89.0","58.0","83.0","25.0","77.0","18.0","97.0","10.0","32.0","False","False","False","","","",""
"01035960400","960400","LOW_INCOME_COMMUNITY","0.4","0.0","0.0","0.0","0.0","0.59","0.0","0.0","0.07","0.67","0.24","5","4.0","True","False","","True","100","85.0","3362.0","0.84","0.46","True","False","False","81.0","0.8137","True","92.0","0.0971","False","74.0","0.0004","59.0","9.0","False","False","88.0","85.0","False","False","True","97.0","7.0","False","47.0","8.48","False","14.0","0.09","False","14.0","31.72","False","73.0","False","10.0","11.0","False","26.0","7.0","6.0","70900.0","False","False","756.0","10.0","True","False","","0.82","0.01","False","6.0","0.03","False","11.0","0.01","False","13.0","0.08","","","False","False","False","False","False","21.0","0.0","False","11.0","0.06","False","75.0","1060.0","True","94.0","1760.0","True","90.0","890.0","False","82.0","74.59","False","68.0","77.0","False","12.0","0.0","True","93.0","13.0","False","79.0","49.0","55.0","13.0","79.0","19.0","97.0","13.0","25.0","False","False","False","","","",""
"01037961000","961000","LOW_INCOME_COMMUNITY","0.7","0.0","0.0","0.0","0.0","0.29","0.0","0.0","0.09","0.73","0.17","3","3.0","True","False","","True","100","50.0","3587.0","0.88","0.5","True","False","False","82.0","0.842","False","53.0","0.0158","False","67.0","0.0003","60.0","9.0","False","False","77.0","24.0","False","False","True","97.0","7.0","False","59.0","8.87","False","10.0","0.08","False","14.0","29.93","True","94.0","False","65.0","27.0","False","55.0","29.0","8.0","77400.0","False","False","188.0","3.0","True","False","","0.7","0.01","False","17.0","0.09","False","21.0","0.02","False","11.0","0.07","","","False","False","False","False","False","10.0","0.0","False","19.0","0.2","False","85.0","1120.0","True","95.0","1820.0","False","89.0","869.0","False","86.0","73.9","False","80.0","65.0","False","32.0","0.0","False","37.0","3.0","False","83.0","52.0","78.0","22.0","84.0","22.0","97.0","8.0","21.0","False","False","False","","","",""
"01039962000","962000","LOW_INCOME_COMMUNITY","0.26","0.0","0.0","0.0","0.01","0.71","0.0","0.0","0.14","0.68","0.16","2","2.0","True","False","","True","100","66.0","3815.0","0.82","0.44","True","False","True","91.0","1.694","False","80.0","0.0441","False","73.0","0.0004","45.0","6.0","False","False","70.0","0.0","False","False","False","73.0","4.0","False","40.0","8.24","False","14.0","0.1","False","44.0","227.56","False","52.0","False","67.0","28.0","False","53.0","27.0","23.0","117900.0","False","False","1014.0","13.0","True","False","","0.21","0.0","False","49.0","0.77","False","7.0","0.01","False","42.0","0.26","","","False","False","False","False","False","65.0","0.0","False","63.0","3.06","False","73.0","1050.0","False","88.0","1530.0","False","87.0","850.0","False","87.0","73.7","False","76.0","70.0","False","40.0","0.0","True","92.0","12.0","False","78.0","48.0","74.0","20.0","61.0","12.0","95.0","3.0","14.0","False","False","False","","","",""
"01039962700","962700","LOW_INCOME_COMMUNITY","0.44","0.0","0.0","0.0","0.0","0.53","0.01","0.0","0.1","0.68","0.2","7","4.0","True","False","","True","100","75.0","1717.0","0.9","0.53","True","False","True","92.0","2.0118","False","80.0","0.0437","False","76.0","0.0004","52.0","7.0","False","False","81.0","47.0","False","False","True","92.0","5.0","False","38.0","8.16","False","13.0","0.09","False","7.0","12.01","False","70.0","False","38.0","19.0","False","51.0","26.0","5.0","67300.0","False","False","3096.0","39.0","True","False","","0.21","0.0","False","8.0","0.04","False","8.0","0.01","False","4.0","0.03","","","False","False","False","False","False","7.0","0.0","False","75.0","4.95","True","91.0","1200.0","True","95.0","1880.0","True","93.0","940.0","True","92.0","72.3","False","88.0","55.0","False","12.0","0.0","True","95.0","15.0","False","86.0","55.0","88.0","29.0","90.0","27.0","97.0","17.0","42.0","False","False","False","","","",""
"01041963700","963700","LOW_INCOME_COMMUNITY","0.21","0.0","0.04","0.0","0.05","0.68","0.0","0.0","0.11","0.69","0.19","0","0.0","False","False","","False","0","83.0","3892.0","0.52","0.24","False","False","False","91.0","1.7466","False","87.0","0.0707","False","78.0","0.0005","65.0","10.0","False","False","33.0","0.0","False","False","False","80.0","4.0","False","44.0","8.38","False","8.0","0.07","False","28.0","100.41","False","85.0","False","10.0","11.0","False","38.0","16.0","7.0","76600.0","False","False","1312.0","17.0","True","False","","0.21","0.0","False","6.0","0.03","False","10.0","0.01","False","41.0","0.25","False","","False","False","False","False","False","67.0","0.0","False","12.0","0.07","False","57.0","990.0","False","82.0","1400.0","False","81.0","790.0","False","67.0","76.7","False","41.0","101.0","False","62.0","2.0","False","16.0","2.0","False","50.0","30.0","56.0","13.0","80.0","19.0","93.0","12.0","14.0","False","False","False","","","",""
"01043964800","964800","LOW_INCOME_COMMUNITY","0.01","0.0","0.0","0.0","0.05","0.87","0.06","0.0","0.13","0.68","0.18","0","0.0","False","False","","False","0","0.0","4151.0","0.68","0.33","True","False","False","71.0","0.4414","False","74.0","0.0337","False","63.0","0.0002","66.0","10.0","False","False","33.0","0.0","False","False","False","85.0","4.0","False","56.0","8.77","False","56.0","0.27","False","43.0","219.56","False","31.0","False","56.0","24.0","False","53.0","27.0","37.0","154600.0","False","False","2894.0","36.0","True","False","","0.74","0.01","False","64.0","1.6","False","22.0","0.02","False","37.0","0.21","","","False","False","False","False","False","14.0","0.0","False","78.0","5.78","False","54.0","980.0","False","68.0","1200.0","False","80.0","780.0","False","79.0","75.09","False","61.0","83.0","False","12.0","0.0","False","68.0","6.0","False","63.0","37.0","72.0","18.0","78.0","18.0","95.0","6.0","18.0","False","False","False","","","",""
"01043965000","965000","LOW_INCOME_COMMUNITY","0.01","0.0","0.0","0.0","0.0","0.88","0.08","0.03","0.07","0.74","0.17","0","0.0","False","False","","False","0","0.0","6499.0","0.59","0.28","False","False","False","71.0","0.4466","False","74.0","0.0339","False","63.0","0.0002","74.0","13.0","False","False","33.0","0.0","False","False","False","87.0","5.0","False","57.0","8.83","False","48.0","0.23","False","43.0","225.3","False","52.0","False","39.0","19.0","False","41.0","17.0","29.0","131900.0","False","False","3188.0","40.0","True","False","","0.21","0.0","False","61.0","1.43","False","21.0","0.02","False","63.0","0.64","","","False","False","False","False","False","64.0","0.0","False","74.0","4.65","False","52.0","969.0","False","64.0","1160.0","False","76.0","750.0","False","79.0","75.09","False","62.0","83.0","False","41.0","1.0","False","73.0","7.0","False","58.0","34.0","62.0","15.0","77.0","18.0","93.0","2.0","15.0","False","False","False","","","",""
